symbol,full_name,description,exchange,type,sector,logo_urls,exchange_logo,is_master
SBLD83,SBLD83,10.25% SBL Debenture 2083,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/RTvwq1RFqpLf1tMEADro.png,/storage/stock-full-names/March2022/RTvwq1RFqpLf1tMEADro.png,False
SBLD84,SBLD84,8.5% SBL Debenture 2084,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/iJW80qhulsLxvOWamv2X.png,/storage/stock-full-names/March2022/iJW80qhulsLxvOWamv2X.png,False
SBLD89,SBLD89,10.75% SBL Debenture 2089,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/June2024/VKJdEYhbzG1YTPF40eb0.jpeg,/storage/stock-full-names/June2024/VKJdEYhbzG1YTPF40eb0.jpeg,False
SBLPO,SBLPO,Siddhartha Bank Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/uhqieYKLFHcbc9ms7CZ1.png,/storage/stock-full-names/March2022/uhqieYKLFHcbc9ms7CZ1.png,False
SBPP,SBPP,Shree Bhrikuti Pulp And Paper Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/,/storage/,False
SCB,SCB,Standard Chartered Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/alpha-stocks/66e40916b0cb81726220566.png,/storage/stock-full-names/alpha-stocks/66e40916b0cb81726220566.png,True
SCBD,SCBD,10.30% Standard Chartered Bank Nepal Limited Debenture,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091b65e5d1726220571.png,/storage/stock-full-names/alpha-stocks/66e4091b65e5d1726220571.png,False
SCBPO,SCBPO,Standard Chartered Bank Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/92U5xbtNC37sYIPBdV2v.png,/storage/stock-full-names/March2022/92U5xbtNC37sYIPBdV2v.png,False
SDBD87,SDBD87,"10 years, 9%, Shangrila Development Bank Debenture 2087",Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/alpha-stocks/66e4091b8543c1726220571.png,/storage/stock-full-names/alpha-stocks/66e4091b8543c1726220571.png,False
SDESI,SDESI,Swadeshi Laghubitta Bittiya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/,/storage/,False
SDLBSL,SDLBSL,Sadhana Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/March2022/hw2c3pWiSy7Y7Q74570x.png,/storage/stock-full-names/March2022/hw2c3pWiSy7Y7Q74570x.png,False
SEF,SEF,Siddhartha Equity Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e409194b50f1726220569.png,/storage/stock-full-names/alpha-stocks/66e409194b50f1726220569.png,False
SENFLOAT,SENFLOAT,Sensitive Float Index,Sensitive Float Index src:Nepsealpha.com,index,SENFLOAT,/storage/,/storage/,False
SENSITIVE,SENSITIVE,Sensitive Index,Sensitive Index src:Nepsealpha.com,index,SENSITIVE,/storage/,/storage/,False
SEOS,SEOS,Siddhartha Equity Orineted Scheme,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/March2022/nT3SMBQVbzSDhgMQYyTa.png,/storage/stock-full-names/March2022/nT3SMBQVbzSDhgMQYyTa.png,False
SFC,SFC,Samjhana Finance Co. Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/,/storage/,False
SFCL,SFCL,Samriddhi Finance Company Limited,Finance src:Nepsealpha.com,stock,FINANCE,/storage/stock-full-names/alpha-stocks/66e409089102e1726220552.png,/storage/stock-full-names/alpha-stocks/66e409089102e1726220552.png,True
SFCLP,SFCLP,Samriddhi Finance Company Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/urwgxpcXuCJR17qGv6wg.png,/storage/stock-full-names/March2022/urwgxpcXuCJR17qGv6wg.png,False
SFCPO,SFCPO,Samjhana Finace Co. Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
SFEF,SFEF,Sunrise Focused Equity Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e4091c14a5e1726220572.png,/storage/stock-full-names/alpha-stocks/66e4091c14a5e1726220572.png,False
SFF,SFF,Sanima Flexi Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/February2025/cQVmfSEAbCaJoXJIguw2.jpg,/storage/stock-full-names/February2025/cQVmfSEAbCaJoXJIguw2.jpg,False
SFFIL,SFFIL,Shrijana Finance (Bittaya Sanstha),Finance src:Nepsealpha.com,stock,FINANCE,/storage/,/storage/,False
SFFILP,SFFILP,Shrijana Finance Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
SFMF,SFMF,Sunrise First Mutual Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e4090ec0f841726220558.png,/storage/stock-full-names/alpha-stocks/66e4090ec0f841726220558.png,False
SGHC,SGHC,Swet-Ganga Hydropower and Construction Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090449ae61726220548.png,/storage/stock-full-names/alpha-stocks/66e4090449ae61726220548.png,True
SGI,SGI,Sanima General Insurance Company Limited,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/March2022/FflY9mYaezux8y85HWyG.png,/storage/stock-full-names/March2022/FflY9mYaezux8y85HWyG.png,False
SGIC,SGIC,Sanima GIC Insurance Limited,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e4090edc9e91726220558.png,/storage/stock-full-names/alpha-stocks/66e4090edc9e91726220558.png,True
SHBL,SHBL,Sahara Bikas Bank Ltd.,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/,/storage/,False
SHBLPO,SHBLPO,Sahara Bikas Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
SHEL,SHEL,Singati Hydro Energy Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40904e0b2a1726220548.png,/storage/stock-full-names/alpha-stocks/66e40904e0b2a1726220548.png,True
SHINE,SHINE,Shine Resunga Development Bank Ltd.,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/stock-full-names/alpha-stocks/66e4090b5d1a51726220555.png,/storage/stock-full-names/alpha-stocks/66e4090b5d1a51726220555.png,True
SHINED,SHINED,Shine Resunga Debenture,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stocks-v2/Jul2025/01K08JCSNC47RY2XRTH415KJDE.png,/storage/stocks-v2/Jul2025/01K08JCSNC47RY2XRTH415KJDE.png,False
SHINEP,SHINEP,Shine Resunga Development Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/XXVvEPCm8nWAlPpLxo7e.png,/storage/stock-full-names/March2022/XXVvEPCm8nWAlPpLxo7e.png,False
SHIVM,SHIVM,SHIVAM CEMENTS LTD,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/stock-full-names/alpha-stocks/66e4090aaa4631726220554.png,/storage/stock-full-names/alpha-stocks/66e4090aaa4631726220554.png,True
SHL,SHL,Soaltee Hotel Limited,Hotels src:Nepsealpha.com,stock,HOTELS,/storage/stock-full-names/alpha-stocks/66e40907464d01726220551.png,/storage/stock-full-names/alpha-stocks/66e40907464d01726220551.png,True
SHLB,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e40912730331726220562.png,/storage/stock-full-names/alpha-stocks/66e40912730331726220562.png,True
SHPC,SHPC,Sanima Mai Hydropower Ltd.,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090422bfc1726220548.png,/storage/stock-full-names/alpha-stocks/66e4090422bfc1726220548.png,True
SHUBHA,SHUBHA,Shubha Laxmi Kosh,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/July2022/RCNsEv2BAEZ13XW0C8GR.png,/storage/stock-full-names/July2022/RCNsEv2BAEZ13XW0C8GR.png,False
SIC,SIC,Sagarmatha Insurance Co. Ltd.,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/March2022/3Dgc9XW5vQkIaCP4ZQPN.png,/storage/stock-full-names/March2022/3Dgc9XW5vQkIaCP4ZQPN.png,False
SICL,SICL,Shikhar Insurance Co. Ltd.,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e4090c8654a1726220556.png,/storage/stock-full-names/alpha-stocks/66e4090c8654a1726220556.png,True
SICLPO,SICLPO,Shikhar Insurance Co. Ltd. Promoter,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/JGcwRTDe9fGY3CacdL9y.png,/storage/stock-full-names/March2022/JGcwRTDe9fGY3CacdL9y.png,False
SICPO,SICPO,Sagarmatha Insurance Co. Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/Ckc6KTShh4T34K6zxoir.png,/storage/stock-full-names/March2022/Ckc6KTShh4T34K6zxoir.png,False
SIFC,SIFC,Shree Investment Finance Co. Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/stock-full-names/alpha-stocks/66e4091342af91726220563.png,/storage/stock-full-names/alpha-stocks/66e4091342af91726220563.png,True
SIFCPO,SIFCPO,Shree Investment & Finance Co. Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/CvYj0hPcqd2B7EqWHRJq.png,/storage/stock-full-names/March2022/CvYj0hPcqd2B7EqWHRJq.png,False
SIGS2,SIGS2,Siddhartha Investment Growth Scheme - 2,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e4091c5f2671726220572.png,/storage/stock-full-names/alpha-stocks/66e4091c5f2671726220572.png,False
SIGS3,SIGS3,Siddhartha Investment Growth Scheme 3,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e40918057e51726220568.png,/storage/stock-full-names/alpha-stocks/66e40918057e51726220568.png,False
SIKLES,SIKLES,Sikles Hydropower Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40914a5f511726220564.png,/storage/stock-full-names/alpha-stocks/66e40914a5f511726220564.png,True
SIL,SIL,Siddhartha Insurance Ltd.,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/March2022/TuxtROWKwAUqD3MCRANu.png,/storage/stock-full-names/March2022/TuxtROWKwAUqD3MCRANu.png,False
SILPO,SILPO,Siddhartha Insurance Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/CrG2SajNqE07v6fWmOEB.png,/storage/stock-full-names/March2022/CrG2SajNqE07v6fWmOEB.png,False
SINDU,SINDU,Sindhu Bikash Bank Ltd,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/stock-full-names/alpha-stocks/66e40906760b21726220550.png,/storage/stock-full-names/alpha-stocks/66e40906760b21726220550.png,True
SINDUP,SINDUP,Sindhu Bikas Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/uWQe5UJyE7tLRACsnjJe.png,/storage/stock-full-names/March2022/uWQe5UJyE7tLRACsnjJe.png,False
SJCL,SJCL,SANJEN JALAVIDHYUT COMPANY LIMITED,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090413f451726220548.png,/storage/stock-full-names/alpha-stocks/66e4090413f451726220548.png,True
SJLIC,SJLIC,Suryajyoti Life Insurance Company Limited,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/alpha-stocks/66e4090b43f371726220555.png,/storage/stock-full-names/alpha-stocks/66e4090b43f371726220555.png,True
SKBBL,SKBBL,Sana Kisan Bikas Bank Ltd,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e4090fa9d071726220559.png,/storage/stock-full-names/alpha-stocks/66e4090fa9d071726220559.png,True
SKBBLP,SKBBLP,Sana Kisan Bikas Bank Ltd Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/omTOV3HYSXDdE2tSk5q0.png,/storage/stock-full-names/March2022/omTOV3HYSXDdE2tSk5q0.png,False
SLBBL,SLBBL,Swarojgar Laghu Bitta Bikas Bank Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e40901929911726220545.png,/storage/stock-full-names/alpha-stocks/66e40901929911726220545.png,True
SLBBLP,SLBBLP,Swarojgar Laghu Bitta Bikas Bank Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/eAthxwErsFMXuSHqy3Qg.png,/storage/stock-full-names/March2022/eAthxwErsFMXuSHqy3Qg.png,False
SLBS,SLBS,Suryodaya Laghubitta Bittiya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/March2022/fcvGp9DSuHXZHEBgnT7o.jpg,/storage/stock-full-names/March2022/fcvGp9DSuHXZHEBgnT7o.jpg,False
SLBSL,SLBSL,Samudayik Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e4091736a581726220567.png,/storage/stock-full-names/alpha-stocks/66e4091736a581726220567.png,True
SLCF,SLCF,Sanima Large Cap Fund,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/alpha-stocks/66e4091a700f51726220570.png,/storage/stock-full-names/alpha-stocks/66e4091a700f51726220570.png,False
SLI,SLI,Sanima Life Insurance Limited,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/March2022/lENe7aPFhQLEKGMGFgPe.png,/storage/stock-full-names/March2022/lENe7aPFhQLEKGMGFgPe.png,False
SLICL,SLICL,Surya Life Insurance Company Limited,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/March2022/VNrFmymYQh91EsBTeU8K.png,/storage/stock-full-names/March2022/VNrFmymYQh91EsBTeU8K.png,False
SLICLP,SLICLP,Surya Life Insurance Co. Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/JmvmMvAcuPbU4t1WBG6E.png,/storage/stock-full-names/March2022/JmvmMvAcuPbU4t1WBG6E.png,False
SLK,SLK,Shubha Laxmi Kosh,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/July2025/C5WnjTH0qxJbgDyAMFbZ.JPG,/storage/stock-full-names/July2025/C5WnjTH0qxJbgDyAMFbZ.JPG,False
SMATA,SMATA,Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e40916921b51726220566.png,/storage/stock-full-names/alpha-stocks/66e40916921b51726220566.png,True
SMATAP,SMATAP,Samata Gharelu Laghubitta Bittiya Sanstha Limited Promoter,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/7ZGVeIZP3keZu73qy15d.png,/storage/stock-full-names/March2022/7ZGVeIZP3keZu73qy15d.png,False
SMB,SMB,Support Microfinance Bittiya Sanstha Ltd.,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e40916796e51726220566.png,/storage/stock-full-names/alpha-stocks/66e40916796e51726220566.png,True
SMBPO,SMBPO,Support Microfinance Bittiya Sanstha Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/OHVXDQpA5BpYQ6yS89Tc.png,/storage/stock-full-names/March2022/OHVXDQpA5BpYQ6yS89Tc.png,False
SMFBS,SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e40906c89e91726220550.png,/storage/stock-full-names/alpha-stocks/66e40906c89e91726220550.png,True
SMFDB,SMFDB,Summit Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/March2022/oEGlNTyV7J6FMkoVGNtu.png,/storage/stock-full-names/March2022/oEGlNTyV7J6FMkoVGNtu.png,False
SMFDBP,SMFDBP,Summit Laghubitta Bittiya Sanstha Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/bweluDc6FmQYOx9X0RRc.png,/storage/stock-full-names/March2022/bweluDc6FmQYOx9X0RRc.png,False
SMH,SMH,Supermai Hydropower Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40905de6fb1726220549.png,/storage/stock-full-names/alpha-stocks/66e40905de6fb1726220549.png,True
SMHL,SMHL,Super Madi Hydropower Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090bb941c1726220555.png,/storage/stock-full-names/alpha-stocks/66e4090bb941c1726220555.png,True
SMJC,SMJC,Sagarmatha Jalbidhyut Company Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40908be2291726220552.png,/storage/stock-full-names/alpha-stocks/66e40908be2291726220552.png,True
SMPDA,SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e4090d4cab11726220557.png,/storage/stock-full-names/alpha-stocks/66e4090d4cab11726220557.png,True
SNLI,SNLI,Sun Nepal Life Insurance Company Limited,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/alpha-stocks/66e4090e41fc41726220558.png,/storage/stock-full-names/alpha-stocks/66e4090e41fc41726220558.png,True
SOLU,SOLU,Solu Hydropower Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stocks-v2/Nov2025/01KA0QKYW0SSGEE9TYYYC2JA79.png,/storage/stocks-v2/Nov2025/01KA0QKYW0SSGEE9TYYYC2JA79.png,False
SONA,SONA,Sonapur Minerals and Oil Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/stock-full-names/alpha-stocks/66e40910a57f01726220560.png,/storage/stock-full-names/alpha-stocks/66e40910a57f01726220560.png,True
SPARS,SPARS,Sparsha Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/,/storage/,False
SPC,SPC,Samling Power Company Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e409174652e1726220567.png,/storage/stock-full-names/alpha-stocks/66e409174652e1726220567.png,True
SPDL,SPDL,Synergy Power Development Ltd.,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090773e9f1726220551.png,/storage/stock-full-names/alpha-stocks/66e4090773e9f1726220551.png,True
SPHL,SPHL,Sayapatri Hydropower Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40914dfc221726220564.png,/storage/stock-full-names/alpha-stocks/66e40914dfc221726220564.png,True
SPIL,SPIL,Siddhartha Premier Insurance Limited,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e40914975c51726220564.png,/storage/stock-full-names/alpha-stocks/66e40914975c51726220564.png,True
SPL,SPL,Shuvam Power Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4091382fec1726220563.png,/storage/stock-full-names/alpha-stocks/66e4091382fec1726220563.png,True
SRBL,SRBL,Sunrise Bank Limited,Commercial Banks src:Nepsealpha.com,stock,BANKING,/storage/stock-full-names/March2022/XovVCC4bP2ni3dXDvMn0.png,/storage/stock-full-names/March2022/XovVCC4bP2ni3dXDvMn0.png,False
SRBLD83,SRBLD83,10.25% Sunrise Bank Debenture 2083,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/ahtatpAJah2cZ7J62FWB.png,/storage/stock-full-names/March2022/ahtatpAJah2cZ7J62FWB.png,False
SRBLPO,SRBLPO,Sunrise Bank Ltd Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/2NigjfJg9VYIRqLqZTCQ.png,/storage/stock-full-names/March2022/2NigjfJg9VYIRqLqZTCQ.png,False
SRD80,SRD80,10% Sunrise Debenture 2080,Corporate Debenture src:Nepsealpha.com,stock,CORPDEBEN,/storage/stock-full-names/March2022/NLITrJzysUrzcol7OUuC.png,/storage/stock-full-names/March2022/NLITrJzysUrzcol7OUuC.png,False
SRLI,SRLI,Sanima Reliance Life Insurance Limited,Life Insurance src:Nepsealpha.com,stock,LIFEINSU,/storage/stock-full-names/alpha-stocks/66e4090b84a431726220555.png,/storage/stock-full-names/alpha-stocks/66e4090b84a431726220555.png,True
SRLIP,SRLIP,Sanima Reliance Life Insurance Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/June2025/6EG5mtPk3zN2ZXqS4Rfr.png,/storage/stock-full-names/June2025/6EG5mtPk3zN2ZXqS4Rfr.png,False
SRS,SRS,Shree Ram Sugar Mills Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/,/storage/,False
SSHL,SSHL,Shiva Shree Hydropower Ltd,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090b0b2661726220555.png,/storage/stock-full-names/alpha-stocks/66e4090b0b2661726220555.png,True
SSIS,SSIS,Siddhartha Systematic Investment Scheme,Mutual Fund src:Nepsealpha.com,stock,MUTUAL,/storage/stock-full-names/March2022/woUxvesKTTdPONXxDl3L.png,/storage/stock-full-names/March2022/woUxvesKTTdPONXxDl3L.png,False
STC,STC,Salt Trading Corporation,Tradings src:Nepsealpha.com,stock,TRADING,/storage/stock-full-names/alpha-stocks/66e4090827d181726220552.png,/storage/stock-full-names/alpha-stocks/66e4090827d181726220552.png,True
SWASTIK,SWASTIK,Swastik Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stocks-v2/Jul2025/01JZW2K2VG10F172FNEKB3J2CS.jpg,/storage/stocks-v2/Jul2025/01JZW2K2VG10F172FNEKB3J2CS.jpg,True
SWBBL,SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e40915669831726220565.png,/storage/stock-full-names/alpha-stocks/66e40915669831726220565.png,True
SWBBLP,SWBBLP,Swabalamban Laghubitta Bittiya Sanstha Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/stock-full-names/March2022/lXVEEN8KN19nkZ0L7JnL.jpg,/storage/stock-full-names/March2022/lXVEEN8KN19nkZ0L7JnL.jpg,False
SWMF,SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance src:Nepsealpha.com,stock,MICROFINANCE,/storage/stock-full-names/alpha-stocks/66e4091189a2b1726220561.png,/storage/stock-full-names/alpha-stocks/66e4091189a2b1726220561.png,True
SYFL,SYFL,Synergy Finance Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/,/storage/,False
SYFLPO,SYFLPO,Synergy Finance Ltd. Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
SYPNL,SYPNL,SY Panel Nepal Limited,Manufacturing And Processing src:Nepsealpha.com,stock,MANUFACTURE,/storage/stocks-v2/Sep2025/01K4HBKF1JET93ANAGG89MGDRM.jpg,/storage/stocks-v2/Sep2025/01K4HBKF1JET93ANAGG89MGDRM.jpg,False
TAMOR,TAMOR,Sanima Middle Tamor Hydropower Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e40901e84721726220545.png,/storage/stock-full-names/alpha-stocks/66e40901e84721726220545.png,True
TMDBL,TMDBL,Tinau Mission Development Bank Limited,Development Banks src:Nepsealpha.com,stock,DEVBANK,/storage/,/storage/,False
TMDBLP,TMDBLP,Tinau Mission Development Bank Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
TPC,TPC,Terhathum Power Company Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4091003c021726220560.png,/storage/stock-full-names/alpha-stocks/66e4091003c021726220560.png,True
TRADING,TRADING,Trading,Trading src:Nepsealpha.com,index,TRADING,/storage/,/storage/,False
TRH,TRH,Taragaon Regency Hotel Limited,Hotels src:Nepsealpha.com,stock,HOTELS,/storage/stock-full-names/alpha-stocks/66e4090ad8bc91726220554.png,/storage/stock-full-names/alpha-stocks/66e4090ad8bc91726220554.png,True
TRHPR,TRHPR,Taragaon Regency Hotels Ltd. Preference Share,Preferred Stock src:Nepsealpha.com,stock,PRESTOCK,/storage/stock-full-names/March2022/kvnFR8VUR2tePT3jhWE6.png,/storage/stock-full-names/March2022/kvnFR8VUR2tePT3jhWE6.png,False
TSHL,TSHL,Three Star Hydropower Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4091328bfc1726220563.png,/storage/stock-full-names/alpha-stocks/66e4091328bfc1726220563.png,True
TTL,TTL,Trade Tower Limited,Others src:Nepsealpha.com,stock,OTHERS,/storage/stock-full-names/April2025/eFAY7x8XSUJo1u6cqznU.png,/storage/stock-full-names/April2025/eFAY7x8XSUJo1u6cqznU.png,True
TVCL,TVCL,Trishuli Jal Vidhyut Company Limited,Hydro Power src:Nepsealpha.com,stock,HYDROPOWER,/storage/stock-full-names/alpha-stocks/66e4090caf0d81726220556.png,/storage/stock-full-names/alpha-stocks/66e4090caf0d81726220556.png,True
UAIL,UAIL,United Ajod Insurance Limited,Non Life Insurance src:Nepsealpha.com,stock,NONLIFEINSU,/storage/stock-full-names/alpha-stocks/66e4090c9fe011726220556.png,/storage/stock-full-names/alpha-stocks/66e4090c9fe011726220556.png,True
UFL,UFL,United Finance Ltd.,Finance src:Nepsealpha.com,stock,FINANCE,/storage/,/storage/,False
UFLPO,UFLPO,United Finance Company Limited Promoter Share,Promoter Share src:Nepsealpha.com,stock,PROMOTSHARE,/storage/,/storage/,False
